release_id,position,track_title,duration,type,track_producer,track_remixer
175217,2,"A Little Bit Of Ecstasy (12"" Mix)",6:31,track,Glenn Gutierrez,
175217,3,A Little Bit Of Ecstasy (Freefloor Mix),6:58,track,Glenn Gutierrez,
175217,4,A Little Bit Of Ecstasy (Deeper Mix),8:01,track,Glenn Gutierrez,Eddie Baez; Jonathan Peters
175217,5,A Little Bit Of Ecstasy (Hard Deeper Mix),8:00,track,Glenn Gutierrez,Eddie Baez; Jonathan Peters
175217,6,A Little Bit Of Ecstasy (Cibola Mix),6:51,track,Glenn Gutierrez,Albert Castillo; Charles Chavez; Cibola; Steve Chavez
175217,7,A Little Bit Of Ecstasy (Dirt Mix),5:01,track,Glenn Gutierrez,
175217,8,A Little Bit Of Ecstasy (Crunch Mix),5:29,track,Glenn Gutierrez,
175217,9,Do You Miss Me (X-Mix),8:26,track,Glenn Gutierrez,Lenny Bertoldo
175217,10,Mr. Bolisario,0:54,track,Glenn Gutierrez,
3853421,1,Lovely People,4:16,track,Glenn Gutierrez,
3853421,2,A Little Bit Of Ecstasy,4:10,track,Glenn Gutierrez,
3853421,3,Do You Miss Me,4:08,track,Glenn Gutierrez,
3853421,4,Even If,4:05,track,Elvin Reyes,
3853421,5,Only You,3:20,track,Glenn Gutierrez,
3853421,6,Can You Feel It (Rock It Don't Stop It),4:30,track,Joey Gardner,
3853421,7,Stay With Me,3:47,track,Elvin Reyes,
3853421,8,Get Into The Rhythm,4:04,track,Glenn Gutierrez,
3853421,9,Everything I Need,3:15,track,Glenn Gutierrez,
3853421,10,Save Me From Being Alone,5:10,track,Elvin Reyes,
3853421,11,If I'm Falling In Love Part 1,3:45,track,Glenn Gutierrez,
3853421,12,If I'm Falling In Love Part 2,1:45,track,Glenn Gutierrez,
3853421,13,Kailanman,5:33,track,Elvin Reyes,
3853421,14,Do You Miss Me (Running Mix),3:47,track,Glenn Gutierrez,Glenn Gutierrez
3853421,15,A Little Bit Of Ecstasy (Freefloor Mix),6:58,track,Glenn Gutierrez,Glenn Gutierrez
187510,1,Do You Miss Me (Radio Mix),3:50,track,Glenn Gutierrez,
187510,2,Do You Miss Me (Energybox Mix),3:36,track,Glenn Gutierrez,
187510,3,Do You Miss Me (Dreamhouse Mix),6:04,track,Glenn Gutierrez,
187510,4,Do You Miss Me (Freefloor Mix),5:12,track,Glenn Gutierrez,
187510,5,Do You Miss Me (Electrobeat Mix),5:07,track,Glenn Gutierrez,
187510,6,Do You Miss Me (Freestyle Mix),4:59,track,Glenn Gutierrez,
187510,7,Do You Miss Me (Mariana Mix),5:43,track,Glenn Gutierrez,
187510,8,Do You Miss Me (A Cappella),1:57,track,Glenn Gutierrez,
187510,9,Do You Miss Me (Freefloor Bonus Beats),1:46,track,Glenn Gutierrez,
187510,10,Mr. Bolisario,0:03,track,,
3656492,1-1,Return Of The Mack,7:19,track,,
3656492,1-2,Missing (Todd Terry Remix),4:57,track,,Todd Terry
3656492,1-3,Be My Lover,4:01,track,,
3656492,1-4,100% Pure Love,4:38,track,,
3656492,1-5,Macarena,4:40,track,,
3656492,1-6,Finally,4:00,track,,
3656492,1-7,Touch Me (All Night Long),4:09,track,,
3656492,1-8,I'm Too Sexy,2:50,track,,
3656492,1-9,Cotton Eyed Joe,3:11,track,,
3656492,1-10,"Theme From ""Mission Impossible""",4:07,track,,
3656492,1-11,Can't Get Enough Of Your Love,4:25,track,,
3656492,1-12,I Love Your Smile,4:18,track,,
3656492,2-1,C'mon N' Ride It (The Train),4:05,track,,
3656492,2-2,Ooh Aah...Just A Little Bit (Motiv 8 Radio Edit),3:22,track,,Motiv 8
3656492,2-3,Whoomp! There It Is,3:35,track,,
3656492,2-4,Show Me Love,4:28,track,,
3656492,2-5,This Is Your Night,3:58,track,,
3656492,2-6,Good Vibrations,4:25,track,,
3656492,2-7,Get Ready For This,3:39,track,,
3656492,2-8,Everybody Everybody,4:05,track,,
3656492,2-9,Pump Up The Jam,5:22,track,,
3656492,2-10,"Jellyhead (Motiv 8's Pumphouse 7"" Edit)",4:22,track,,Motiv 8
3656492,2-11,Justified & Ancient (Stand By The Jams Mix),3:39,track,,
3656492,2-12,I Wanna B With U,3:33,track,,
2489952,1,Crazy In Love (Video),4:03,track,John Thorpe (3),
2489952,2,The Making Of The Album (Video),15:00,track,,
1582763,1,Thank God I Found You (Album Version),4:17,track,Jimmy Jam & Terry Lewis; Mariah Carey,
1582763,2,Thank God I Found You (Celebratory Mix),4:19,track,Jimmy Jam & Terry Lewis,
305247,A1,Baby Boy (Junior's Tribapella),6:37,track,,Junior Vasquez
305247,A2,Baby Boy (Junior's World Mixshow),6:37,track,,Junior Vasquez
305247,B1,Baby Boy (Maurice's Nu Soul Mix),6:14,track,,Maurice Joshua
305247,B2,Baby Boy (Maurice's Nu Dub Baby!),6:30,track,,Maurice Joshua
71804,A1,Dreamlover (Def Club Mix),10:43,track,,David Morales
71804,A2,Dreamlover (Def Instrumental),6:20,track,,David Morales
71804,B1,Dreamlover (USA Love Dub),7:10,track,,David Morales
71804,B2,Dreamlover (Eclipse Dub),4:52,track,,David Morales
71804,B3,Dreamlover (Def Tribal Mix),6:41,track,,David Morales
421168,A1,My All (Classic Club Mix),9:06,track,,David Morales
421168,A2,The Roof (Mobb Deep Mix),5:29,track,Mariah Carey; Poke And Tone,
421168,B1,Breakdown (The Mo' Thugs Remix),4:58,track,Mariah Carey; Sean Combs; Stevie J,
421168,B2,Fly Away (Butterfly Reprise) (Fly Away Club Mix),9:50,track,,Satoshi Tomiie; David Morales
198157,A1,I Think I'm In Love With You (Peter Rauhofer Club Mix),9:19,track,,Peter Rauhofer
198157,A2,I Think I'm In Love With You (Peter Rauhofer Dub Mix),6:00,track,,Peter Rauhofer
198157,B1,I Think I'm In Love With You (Lenny B's Club Mix),9:39,track,,Lenny Bertoldo
198157,B2,I Think I'm In Love With You (Soda Club 'Funk' Mix),7:30,track,,Soda Club
123505,A1,Independent Women Part I (Maurice's Independent Man Remix),7:30,track,Larry Sturm,Maurice Joshua
123505,A2,Independent Women Part I (Album Version),3:41,track,Beyoncé Knowles; Cory Rooney; Poke And Tone,
123505,A3,Independent Women Part I (Instrumental),3:41,track,Beyoncé Knowles; Cory Rooney; Poke And Tone,
123505,B1,Independent Women Part I (Victor Calderone Club Mix),9:36,track,,Victor Calderone
123505,B2,Independent Women Part I (Victor Calderone Drum Dub Mix),5:30,track,,Victor Calderone
751591,A1,Irresistible (Hex Hector / Dezrok Club Mix),8:53,track,,Dezrok; Hex Hector
751591,A2,Irresistible (So So Def Remix),3:34,track,,Jermaine Dupri
751591,A3,Irresistible (Riprock N' Alex G Remix Deluxe),3:05,track,,Alex G; Riprock
751591,B1,Irresistible (Kupper Club Mix),7:04,track,,Eric Kupper
751591,B2,Irresistible (Kupper Club Mix Instrumental),7:04,track,,Eric Kupper
751591,B3,Irresistible (So So Def Remix Instrumental),3:34,track,,Jermaine Dupri
229935,A1,Bootylicious (Richard Vission's V-Quest),6:06,track,,"Chico Bennett; Richard ""Humpty"" Vission"
229935,A2,Bootylicious (Richard Vission's D.J. Dub),5:27,track,,"Chico Bennett; Richard ""Humpty"" Vission"
229935,B1,Bootylicious (Big Boyz Remix),3:28,track,,Jay Dee (6); Mike Lewin
229935,B2,Bootylicious (Big Boyz Remix Instrumental),3:24,track,,Jay Dee (6); Mike Lewin
229935,B3,Bootylicious (Album Version),3:27,track,,
229935,B4,Bootylicious (Album Instrumental),3:27,track,,
239432,A1,Krazy In Luv (Rockwilder Remix),4:12,track,,Rockwilder
239432,A2,Krazy In Luv (Rockwilder Remix Instrumental),4:12,track,,Rockwilder
239432,A3,Krazy In Luv (Adam 12 So Crazy Remix),4:30,track,,Adam 12
239432,B1,Krazy In Luv (Maurice's Nu Soul Remix),6:27,track,,Maurice Joshua
239432,B2,Krazy In Luv (Junior's World Remix),8:09,track,,Junior Vasquez
127996,1,"Someday (New 7"" Jackswing)",4:40,track,,
127996,2,"Someday (New 7"" Straight)",4:16,track,,
127996,3,"Someday (New 12"" Jackswing)",6:55,track,,
127996,4,Someday (Pianoapercapella — New),4:17,track,,
127996,5,Alone In Love,4:11,track,,
672935,1,Hero (LP Version),4:18,track,,
672935,2,Hero (Live),4:16,track,,
672935,3,Everything Fades Away,5:25,track,,
672935,4,Dreamlover (Club Joint Mix),4:33,track,,Brian Alexander Morgan
145658,1,Fantasy (Album Version),4:04,track,,
145658,2,Fantasy (Bad Boy Fantasy),4:53,track,Sean Combs,
145658,3,Fantasy (Bad Boy With O.D.B.),4:53,track,Sean Combs,
145658,4,Fantasy (Bad Boy Mix),4:13,track,Sean Combs,
145658,5,Fantasy (Def Club Mix),11:14,track,,David Morales; Satoshi Tomiie
473356,1,One Sweet Day (Album Version),4:41,track,,
473356,2,One Sweet Day (Sweet A Cappella),4:51,track,,
473356,3,One Sweet Day (A Cappella),4:48,track,,
473356,4,One Sweet Day (Chucky's Remix),4:51,track,Chucky Thompson,
473356,5,One Sweet Day (Live Version),5:08,track,,
473356,6,Fantasy (Def Drums Mix),4:00,track,"Dave ""Jam"" Hall",David Morales; Satoshi Tomiie
232021,1,Honey (LP Version),4:59,track,Mariah Carey; Sean Combs; Stevie J; The Ummah,
232021,2,Honey (Bad Boy Remix),5:32,track,Mariah Carey; Sean Combs; Stevie J; The Ummah,
232021,3,Honey (Classic Mix),8:05,track,,David Morales; Satoshi Tomiie
232021,4,Honey (So So Def Mix),5:11,track,Manuel Seal; Jermaine Dupri,Jermaine Dupri; Manuel Seal; Phil Tan
232021,5,Honey (Classic Instrumental),7:32,track,,David Morales; Satoshi Tomiie
174323,1,Where You Are (Album Version),4:32,track,Louis Biancaniello; Sam Watters,
174323,2,Where You Are (Lenny B's Club Mix),10:55,track,Louis Biancaniello; Sam Watters,Lenny Bertoldo
174323,3,Where You Are (Lenny B's Dub Mix),7:14,track,Louis Biancaniello; Sam Watters,Lenny Bertoldo
174323,4,Where You Are (Lenny B's Bonus Beats),2:30,track,Louis Biancaniello; Sam Watters,Lenny Bertoldo
174323,5,I Wanna Love You Forever (Soul Solution Extended Club Vocal Version),9:28,track,,Soul Solution
195325,1,Can't Take That Away (Mariah's Theme) (Morales Revival Triumphant Mix),10:30,track,,David Morales
195325,2,Can't Take That Away (Mariah's Theme) (Morales Club Mix),7:46,track,,David Morales
195325,3,Can't Take That Away (Mariah's Theme) (Morales Instrumental),7:45,track,,David Morales
195325,4,Crybaby (Album Version),5:19,track,Damizza,
195325,5,Can't Take That Away (Mariah's Theme) (Album Version),4:32,track,Jimmy Jam & Terry Lewis,
364967,1,Survivor (Remix Extended Version Featuring Da Brat),4:24,track,,
364967,2,Survivor (Calderone Club Mix),9:26,track,,Victor Calderone
364967,3,Survivor (Calderone Drum Dub Mix),6:45,track,,Victor Calderone
364967,4,Survivor (CB200 Club Anthem Mix),6:20,track,,Charlie Rosario; Maurice Joshua
364967,5,Survivor (Azza'z Soul Remix),5:06,track,,Azza
545688,A,Anytime You Need A Friend (All That And More Mix),10:53,track,,Clivillés & Cole
545688,B,Anytime You Need A Friend (Ministry Of Sound Mix),9:43,track,,Clivillés & Cole
545688,C,Anytime You Need A Friend (Boriqua Tribe Mix),9:14,track,,Clivillés & Cole
545688,D1,Anytime You Need A Friend (C&C Dub),10:18,track,,Clivillés & Cole
545688,D2,Anytime You Need A Friend (LP Version),4:25,track,Mariah Carey; Walter Afanasieff,
205635,A1,I Still Believe (Stevie J. Remix),5:04,track,Steven Jordan,Stevie J
205635,A2,I Still Believe (Stevie J. Clean Remix),5:04,track,Steven Jordan,Stevie J
205635,A3,I Still Believe (Stevie J. Remix Instrumental),5:00,track,Steven Jordan,Stevie J
205635,B1,I Still Believe / Pure Imagination (Damizza Reemix),4:32,track,,Damizza
205635,B2,I Still Believe / Pure Imagination (Damizza Reemix Instrumental),4:20,track,,Damizza
205635,B3,I Still Believe / Pure Imagination (Damizza Reemix A Cappella),4:32,track,,Damizza
205635,B4,I Still Believe (Stevie J. Remix A Cappella),5:04,track,,Stevie J
205635,C1,I Still Believe (Morales' Classic Club Mix),9:02,track,,David Morales
205635,C2,I Still Believe (The Eve Of Souls Mix),10:54,track,,David Morales
205635,D1,I Still Believe (The Kings Mix),8:04,track,,David Morales
205635,D2,I Still Believe (The Kings Mix Instrumental),8:06,track,,David Morales
75530,A1,Jumpin' Jumpin' (Maurice's Jumpin' Retro Mix),8:20,track,,Maurice Joshua
75530,A2,Jumpin' Jumpin' (Azza's Remix),5:15,track,,K. Fingers
75530,B1,Jumpin' Jumpin' (Digital Black N Groove Club Mix),7:50,track,,Maurice Joshua
75530,B2,Upside Down,4:09,track,Ken Ehrlich; Robert Katz; Wayne Isaak; Bruce Gillmer; Sean Murphy,
75530,C1,Jumpin' Jumpin' (Album Version),3:47,track,Beyoncé Knowles; Chad Elliott; Jovonn Alexander,
75530,C2,Jumpin' Jumpin' (So So Def Remix) (Clean Version),3:45,track,,Jermaine Dupri
75530,C3,Jumpin' Jumpin' (Remix Featuring Mr. Nitro),4:26,track,,Hamaza Lee
75530,C4,Jumpin' Jumpin' (Album Version Instrumental),3:47,track,Beyoncé Knowles; Chad Elliott; Jovonn Alexander,
75530,D1,Jumpin' Jumpin' (So So Def Remix Instrumental),3:45,track,,Jermaine Dupri
75530,D2,Jumpin' Jumpin' (Remix Featuring Mr. Nitro Instrumental),4:26,track,,Hamaza Lee
75530,D3,Jumpin' Jumpin' (Album Version A Cappella),3:47,track,Chad Elliott; Jovonn Alexander,
75530,D4,Jumpin' Jumpin' (So So Def Remix A Cappella),3:40,track,Beyoncé Knowles; Chad Elliott; Jovonn Alexander,Jermaine Dupri
176332,A1,Emotion (Calderone AM: Mix),10:13,track,,Victor Calderone
176332,A2,Emotion (Calderone Dub Mix),6:55,track,,Victor Calderone
176332,B1,Emotion (Maurice's NuSoul Mix),7:55,track,,Maurice Joshua
176332,B2,Emotion (NuPrise Mix),6:06,track,,Maurice Joshua
176332,C1,Emotion (The Neptunes Remix),4:15,track,,The Neptunes
176332,C2,Emotion (The Neptunes Remix Instrumental),4:15,track,,The Neptunes
176332,C3,Emotion (The Neptunes Remix A Cappella),3:53,track,,The Neptunes
176332,D1,Emotion (Errol McCalla Remix),3:58,track,,"Erroll ""Poppi"" McCalla, Jr."
176332,D2,Emotion (Errol McCalla Remix Instrumental),3:53,track,,"Erroll ""Poppi"" McCalla, Jr."
176332,D3,Emotion (A Cappella),3:54,track,,
2133783,1,Honey (LP Version),4:59,track,Mariah Carey; Sean Combs; Stevie J; The Ummah,
2133783,2,Honey (Bad Boy Remix),5:32,track,Mariah Carey; Sean Combs; Stevie J; The Ummah,Sean “Diddy” Combs
2133783,3,Honey (Smooth Version With Intro),4:47,track,Mariah Carey; Sean Combs; Stevie J; The Ummah,
2133783,4,Honey (So So Def Mix),5:11,track,,Jermaine Dupri; Manuel Seal; Phil Tan
174462,1,Just The Two Of Us (Radio Edit),4:19,track,,
174462,2,Just The Two Of Us (Love To Infinity's Classic Club Mix),7:16,track,,Love To Infinity
174462,3,Just The Two Of Us (Love To Infinity's Giant Club Mix),6:46,track,,Love To Infinity
2418538,1,I Still Believe (Album Version),3:53,track,Mariah Carey; Mike Mason (4); Stevie J,
2418538,2,I Still Believe (Stevie J. Remix Featuring Mocha & Amil),5:04,track,,Stevie J
2418538,3,I Still Believe/Pure Imagination (Damizza Reemix Featuring Krayzie Bone & Da Brat),4:32,track,,Damizza
174347,1,Bug A Boo (Album Version),3:31,track,"Kevin ""She'kspere"" Briggs",
174347,2,Bug A Boo (Refugee Camp Remix),4:02,track,,Jerry Duplessis; Wyclef Jean
174347,3,Bug A Boo (Maurice's Xclusive Bug A Boo Club Mix),6:59,track,,Maurice Joshua
297282,1,Waiting For Tonight,4:06,track,,
297282,2,Waiting For Tonight (Hex's Momentous Radio Mix),3:52,track,,Hex Hector
297282,3,Waiting For Tonight (Futureshock Midnight At Mambo Remix),8:36,track,,Futureshock
11827279,1,Waiting For Tonight,4:06,track,,
11827279,2,Waiting For Tonight (Metro Mix),5:53,track,,Metro; Brian Rawling; Mark Taylor
11827279,3,Waiting For Tonight (Pablo's Miami Mix Radio Edit),4:01,track,,Pablo Flores
1070105,1,Feelin' So Good (Radio Edit),2:59,track,Sean Combs,
1070105,2,Feelin' So Good (HQ2 Club Mix),7:25,track,Sean Combs,HQ2; Hex Hector & Mac Quayle
1070105,3,Waiting For Tonight (Futureshock Midnight At Mambo Remix),8:36,track,,Futureshock
2276001,1,Survivor (Jameson Full Vocal Remix),6:19,track,,Jameson
2276001,2,Independent Women Part 1 (Live At The Brits 2001),3:52,track,,
2276001,3,So Good (Maurice's Soul Remix),7:35,track,,Maurice Joshua
2276001,Video,Independent Women Part 1 (Live At The Brits 2001 Video Version),,track,,
1501558,1,A Little Bit,3:47,track,,
1501558,2,"A Little Bit (Chris ""The Greek"" & Guido Club Mix)",7:54,track,,"Chris ""The Greek"" Panaghi; Guido Osorio"
1501558,3,"A Little Bit (Chris ""The Greek"" & Guido Radio Mix)",4:29,track,,"Chris ""The Greek"" Panaghi; Guido Osorio"
1501558,4,Irresistible (Hex Hector Radio Mix),3:32,track,,Dezrok; Hex Hector
446274,1,Stole,4:10,track,,
446274,2,Stole (Pop Edit),3:56,track,,
446274,3,Stole (Dreambrotha Mix),3:57,track,,Dreambrotha
446274,4,Stole (H&D Nu Soul Mix),3:04,track,,H&D
446274,5,Stole (Maurice's Nu Soul Mix),7:41,track,,Maurice Joshua
994825,1,Crazy In Love (Album Version),3:55,track,Beyoncé Knowles; Rich Harrison,
994825,2,Summertime,3:53,track,Stevie J; Mario Winans; Sean Combs,
994825,3,Krazy In Luv (Maurice's Nu Soul Remix),6:27,track,,Maurice Joshua
994825,Video,Crazy In Love,3:55,track,,
1773094,1,Vision Of Love,3:29,track,Rhett Lawrence; Narada Michael Walden,
1773094,2,Underneath The Stars,3:33,track,,
1773094,3,My All,3:51,track,,
1773094,4,Babydoll,5:06,track,,
1773094,5,"Do You Know Where You're Going To (Theme From ""Mahogany"")",3:45,track,Mariah Carey; Mike Mason (4); Stevie J,
6153687,,Act One,,heading,,
6153687,,Introduction - Nola Recording Studio,,heading,,
6153687,1-1,Opening / You'll Never Know,,track,,
6153687,1-2,Something's Coming,,track,,
6153687,1-3,The Way We Were,,track,,
6153687,1-4,Shirley MacLaine Y I K,,track,,
6153687,,Bon Soir,,heading,,
6153687,1-5,Cry Me A River,,track,,
6153687,,Basin Street East,,heading,,
6153687,1-6,"Lover, Come Back To Me",,track,,
6153687,1-7,A Sleepin' Bee,,track,,
6153687,,Broadway,,heading,,
6153687,1-8,Miss Marmelstein,,track,,
6153687,1-9,I'm The Greatest Star / Second Hand Rose / Don't Rain On My Parade (Medley),,track,,
6153687,1-10,Something Wonderful / Being Alive (Medley),,track,,
6153687,,The Movies,,heading,,
6153687,1-11,As Time Goes By / Speak Low (Medley),,track,,
6153687,1-12,Alfie,,track,,
6153687,1-13,Evergreen,,track,,
6153687,1-14,"Dialogue (Father, Part #1)",,track,,
6153687,1-15,"Papa, Can You Hear Me? / You'll Never Know",,track,,
6153687,1-16,Piece Of Sky,,track,,
6153687,,Act Two,,heading,,
6153687,2-1,Entr'acte,,track,,
6153687,2-2,Putting It Together,,track,,
6153687,2-3,On A Clear Day (You Can See Forever),,track,,
6153687,2-4,Send In The Clowns,,track,,
6153687,,Duets,,heading,,
6153687,2-5a,Happy Days Are Here Again / Get Happy,,track,,
6153687,2-5b,Guilty,,track,,
6153687,2-5c,I Finally Found Someone,,track,,
6153687,2-5d,Tell Him,,track,,
6153687,2-5e,You Don't Bring Me Flowers,,track,,
6153687,2-6a,Sing,,track,,
6153687,2-6b,I've Got A Crush On You,,track,,
6153687,,-,,heading,,
6153687,2-7,Technology (Dialogue),,track,,
6153687,2-8,The Clicker Blues,,track,,
6153687,2-9,Simple Pleasures,,track,,
6153687,2-10,The Main Event / Fight,,track,,
6153687,2-11,"Dialogue (Father, Part #2)",,track,,
6153687,2-12,I've Dreamed Of You,,track,,
6153687,2-13,At The Same Time,,track,,
6153687,2-14,Auld Lang Syne (Ballad),,track,,
6153687,2-15,Dialogue (Barbra And Brother Time),,track,,
6153687,2-16,People,,track,,
6153687,2-17,New Year's Eve / Auld Lang Syne (Celebration),,track,,
6153687,2-18,Everytime You Hear Auld Lang Syne (Barbra / Audience),,track,,
6153687,2-19,Happy Days Are Here Again,,track,,
6153687,2-20,Don't Like Goodbyes,,track,,
6153687,2-21,I Believe / Somewhere,,track,,
6153687,,Bonus Disc,,heading,,
6153687,3-1,Come Rain Or Come Shine,3:57,track,,
2605835,1-1,Overture,5:47,track,,
2605835,1-2,As If We Never Said Goodbye,4:20,track,,
2605835,1-3,Opening Remarks,1:14,track,,
2605835,1-4,I'm Still Here / Everybody Says Don't / Don't Rain On My Parade,4:26,track,,
2605835,1-5,Can't Help Lovin' That Man,4:29,track,,
2605835,1-6,I'll Know,2:48,track,,
2605835,1-7,People,4:18,track,,
2605835,1-8,"Lover Man (Oh, Where Can You Be?)",1:18,track,,
2605835,1-9,Therapist Dialogue #1,1:24,track,,
2605835,1-10,Will He Like Me?,1:59,track,,
2605835,1-11,Therapist Dialogue #2,1:01,track,,
2605835,1-12,He Touched Me,2:52,track,,
2605835,1-13,Evergreen,3:18,track,,
2605835,1-14,Therapist Dialogue #3,1:55,track,,
2605835,1-15,The Man That Got Away,4:06,track,,
2605835,1-16,On A Clear Day (You Can See Forever),3:29,track,,
2605835,2-1,Entr'acte,3:03,track,,
2605835,2-2,The Way We Were,3:16,track,,
2605835,2-3,You Don't Bring Me Flowers,4:44,track,,
2605835,2-4,Lazy Afternoon,4:30,track,,
2605835,2-5,Once Upon A Dream / When You Wish Upon A Star / Someday My Prince Will Come (Disney Medley),5:08,track,,
2605835,2-6,Not While I'm Around,3:04,track,,
2605835,2-7,Ordinary Miracles,4:35,track,,
2605835,2-8,"Yentl Medley (Where Is It Written? / Papa, Can You Hear Me? / Will Someone Ever Look At Me That Way? / A Piece Of Sky)",9:18,track,,
2605835,2-9,Happy Days Are Here Again,3:41,track,,
2605835,2-10,My Man,3:19,track,,
2605835,2-11,For All We Know,5:05,track,,
2605835,2-12,Somewhere,5:16,track,,
1062605,A1,Keep Givin' Me Your Love (D. Morales Remix),7:03,track,,David Morales
1062605,A2,Keep Givin' Me Your Love (West End Mix),5:55,track,,West End
1062605,B1,Keep Givin' Me Your Love (Boss Mix),11:54,track,,David Morales
1062605,B2,Keep Givin' Me Your Love (Radio Remix),3:52,track,,
389474,1,Intro (The Writing's On The Wall),2:06,track,Anthony Hardy; Beyoncé; Donald Holmes; Gerard Thomas,
389474,2,So Good,3:14,track,"Kevin ""She'kspere"" Briggs",
389474,3,"Bills, Bills, Bills",4:16,track,"Kevin ""She'kspere"" Briggs",
389474,4,Confessions,4:57,track,Donald Holmes; Gerard Thomas; Missy Elliott,
389474,5,Bug A Boo,3:32,track,"Kevin ""She'kspere"" Briggs",
389474,6,Temptation,4:06,track,Dwayne Wiggins; Terry T,
389474,7,Now That She's Gone,5:36,track,Donnie Boynton; Ken Fambro,
389474,8,Where'd You Go,4:15,track,Beyoncé; Chris Stokes; Platinum Status,
389474,9,Hey Ladies,4:16,track,"Kevin ""She'kspere"" Briggs",
389474,10,If You Leave,4:35,track,Chad Elliott; Oshea Hunter,
389474,11,"Jumpin, Jumpin",3:50,track,Beyoncé; Chad Elliott; Jovonn Alexander,
389474,12,Say My Name,4:31,track,Rodney Jerkins,
389474,13,She Can't Love You,4:05,track,"Kevin ""She'kspere"" Briggs",
389474,14,Stay,4:51,track,Daryl Simmons,
389474,15,Sweet Sixteen,4:13,track,Beyoncé; Dwayne Wiggins,
389474,16,Outro (Amazing Grace...Dedicated To Andretta Tillman),2:39,track,Beyoncé,
301709,1,Crazy In Love,3:56,track,Rich Harrison,
301709,2,Naughty Girl,3:29,track,Scott Storch,
301709,3,Baby Boy,4:05,track,Scott Storch,
301709,4,Hip Hop Star,3:43,track,Bryce Wilson,
301709,5,Be With You,4:20,track,Rich Harrison,
301709,6,"Me, Myself And I",5:01,track,Scott Storch,
301709,7,Yes,4:19,track,Focus (4),
301709,8,Signs,4:59,track,Craig Brockman; Nisan Stewart; Missy Elliott,
301709,9,Speechless,6:01,track,Andreao Heard; Sherrod Barnes,
301709,10,That's How You Like It,3:39,track,D-Roy; Mr. B (3),
301709,11,The Closer I Get To You,4:58,track,Nat Adderley,
301709,12,Dangerously In Love 2,4:53,track,"Erroll ""Poppi"" McCalla, Jr.",
301709,13,Beyoncé Interlude,0:16,track,,
301709,14,Gift From Virgo,2:46,track,,
301709,15,Daddy,5:00,track,Mark Batson,
808900,A1,Black Cat,3:54,track,,
808900,A2,Sono Nera,3:45,track,,
808900,A3,Dancin' In The Sun,3:40,track,,
808900,A4,Tango,3:00,track,,
808900,A5,Amoa,3:25,track,,
808900,B1,Tanti Auguri,3:50,track,,
808900,B2,Luca,3:53,track,,
808900,B3,California,3:58,track,,
808900,B4,Ci Vediamo Domani,3:10,track,,
808900,B5,A Million Dollars,2:50,track,,
62743,A1,Waiting For Tonight (Metro Club Mix),5:51,track,,Metro; Brian Rawling; Mark Taylor
62743,A2,Waiting For Tonight (Album Version),4:06,track,,
62743,B,Waiting For Tonight (Pablo Flores Miami Mix),10:04,track,,Pablo Flores
3353614,DVD-1,Baby Boy,,track,,
3353614,DVD-2,Naughty Girl,,track,,
3353614,DVD-3,Fever,,track,,
3353614,DVD-4,Hip Hop Star,,track,,
3353614,DVD-5,Yes,,track,,
3353614,DVD-6,Work It Out,,track,,
3353614,DVD-7,Gift From Virgo,,track,,
3353614,DVD-8,Be With You,,track,,
3353614,DVD-9,Speechless,,track,,
3353614,DVD-10,DC Medley,,track,,
3353614,DVD-11,"Me, Myself And I",,track,,
3353614,DVD-12,Summertime,,track,,
3353614,DVD-13,Dangerously In Love,,track,,
3353614,DVD-14,Crazy In Love,,track,,
3353614,DVD-15,Credits,,track,,
3353614,CD-1,Wishing On A Star,,track,,
3353614,CD-2,What's It Gonna Be,,track,,
3353614,CD-3,My First Time,,track,,
3353614,CD-4,Krazy In Luv (Maurice's Nu Soul Remix),,track,,Maurice Joshua
3353614,CD-5,Baby Boy (Junior's World Mixshow),,track,,Junior Vasquez
3353614,CD-6,Naughty Girl (Calderone Quayle Club Mix),,track,,Victor Calderone; Mac Quayle
722364,A1,Santa Claus Is Coming To Town,,track,,
722364,A2,Toyland,,track,,
722364,A3,This Christmas I Spend With You,,track,,
722364,A4,Deck The Hall With Boughs Of Holly,,track,,
722364,A5,Do You Hear What I Hear,,track,,
722364,A6,The Christmas Song,,track,,
722364,A7,'Twas The Night Before Christmas,,track,,
722364,A8,"God Rest Ye Merry, Gentlemen",,track,,
722364,A9,The First Noel,,track,,
722364,A10,The Lord's Prayer,,track,,
722364,B1,Rudolph The Red Nosed Reindeer,,track,,
722364,B2,Home For The Holidays,,track,,
722364,B3,O Little Town Of Bethlehem,,track,,
722364,B4,Let Me Be The First (To Wish You A Merry Christmas),,track,,
722364,B5,Patapan,,track,,
722364,B6,"O Come, All Ye Faithful",,track,,
722364,B7,Here We Come A-Caroling,,track,,
722364,B8,"Hark, The Herald Angels Sing",,track,,
722364,B9,Christmas Is,,track,,
722364,B10,Silent Night,,track,,
172756,A1,Just A Touch Of Love (Everyday) (The Standard House Mix),6:52,track,C&C Music Factory,C&C Music Factory
172756,A2,Just A Touch Of Love (Everyday) (The Garage Dub 2 Mix),5:35,track,C&C Music Factory,C&C Music Factory
172756,B1,Just A Touch Of Love (Everyday) (The C&C Garage Mix),6:01,track,C&C Music Factory,C&C Music Factory
172756,B2,Just A Touch Of Love (Everyday) (The C&C Garage Dub Mix),5:51,track,C&C Music Factory,C&C Music Factory
